dataset,reference_locus,gene,annotation,strand,translation_start,n_motif_occurrences,minimum_mismatches,has_exact_motif,has_one_mismatch_motif,has_leq1_mismatch_motif,closest_motif_start_rel_CDS
background,MIDG2331_RS03945,,LysR family transcriptional regulator,-,874365,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03950,,zinc-dependent alcohol dehydrogenase family protein,+,874477,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03955,,Cd(II)/Pb(II)-responsive transcriptional regulator,-,875948,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03960,,cation diffusion facilitator family transporter,+,876020,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03965,,zinc-dependent alcohol dehydrogenase family protein,+,876821,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03970,,AAA family ATPase,-,879770,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03975,,ATP-binding protein,-,881130,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03980,,LysR family transcriptional regulator,-,882325,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03985,,NAD(P)H-dependent flavin oxidoreductase,+,882430,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03990,,MFS transporter,+,883942,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS03995,,MmcQ/YjbR family DNA-binding protein,-,886183,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04000,,peptide ABC transporter ATP-binding protein,-,887304,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04005,,ABC transporter permease subunit,-,888205,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04010,,ABC transporter permease,-,889157,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04015,,ABC transporter substrate-binding protein,-,890854,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04020,,sigma 54-interacting transcriptional regulator,-,892012,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04025,lpcA,D-sedoheptulose 7-phosphate isomerase,+,892217,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04030,pckA,phosphoenolpyruvate carboxykinase (ATP),-,894626,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04035,ftsB,cell division protein FtsB,+,894899,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04040,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,+,895193,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04045,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",+,895876,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04050,,LTA synthase family protein,-,898997,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04055,,MOSC domain-containing protein,-,899823,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04060,xseB,exodeoxyribonuclease VII small subunit,+,899968,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04065,ispA,"(2E,6E)-farnesyl diphosphate synthase",+,900201,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04070,,DMT family protein,-,901522,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04075,lysS,lysine--tRNA ligase,-,903125,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04080,rng,ribonuclease G,-,904735,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04085,ycaO,30S ribosomal protein S12 methylthiotransferase accessory factor YcaO,+,904965,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04090,cmoB,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB,+,906943,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04095,,hypothetical protein,+,908051,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04100,mltA,murein transglycosylase A,-,909550,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04110,xseA,exodeoxyribonuclease VII large subunit,+,909866,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04120,uraH,hydroxyisourate hydrolase,-,912208,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04125,purR,HTH-type transcriptional repressor PurR,+,912407,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04130,,DedA family protein,+,913440,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04135,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,-,916574,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04140,ubiA,4-hydroxybenzoate octaprenyltransferase,-,917668,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04145,,DeoR/GlpR family transcriptional regulator,-,918429,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04150,purB,adenylosuccinate lyase,-,919864,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04155,hflD,high frequency lysogenization protein HflD,-,920553,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04160,cydC,heme ABC transporter ATP-binding protein/permease CydC,-,922385,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04165,cydD,heme ABC transporter permease/ATP-binding protein CydD,-,924138,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04170,tamB,autotransporter assembly complex protein TamB,-,928257,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04175,tamA,autotransporter assembly complex protein TamA,-,930144,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04180,,divergent polysaccharide deacetylase family protein,-,931008,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04185,envC,murein hydrolase activator EnvC,-,932216,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04190,,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase",+,932386,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04195,,LysE/ArgO family amino acid transporter,-,933788,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04200,udk,uridine kinase,+,933906,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04205,dcd,dCTP deaminase,+,934568,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04210,,TetR/AcrR family transcriptional regulator,-,935775,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04215,,HlyD family secretion protein,+,935916,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04220,rbbA,ribosome-associated ATPase/putative transporter RbbA,+,936981,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04225,,ABC transporter permease,+,939724,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04230,,efflux transporter outer membrane subunit,+,940865,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04235,pntB,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,-,943785,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04240,pntA,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,-,945334,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04245,trmJ,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,+,945539,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04250,,hypothetical protein,-,947523,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04255,,nucleoid-associated protein,-,948611,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04260,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,-,949663,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04265,gmhB,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase",-,950301,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04270,bcp,thioredoxin-dependent thiol peroxidase,-,950771,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04275,,hypothetical protein,-,951045,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04280,hemW,radical SAM family heme chaperone HemW,-,952315,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04285,,ABC transporter substrate-binding protein,+,952578,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04290,,ABC transporter permease,+,954251,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04295,,dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein,+,955204,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04300,,ABC transporter ATP-binding protein,+,957181,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04305,,FAD-binding protein,+,958039,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04310,,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,-,960856,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04315,metF,methylenetetrahydrofolate reductase,+,961077,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04320,,ABC transporter substrate-binding protein,-,963649,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04325,,serine/threonine transporter,+,964006,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04330,,L-serine ammonia-lyase,+,965331,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04335,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmC2/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC1,-,968892,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04340,trpCF,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF,-,970517,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04345,,Fic family protein,+,970671,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04350,,YqcC family protein,+,971368,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04355,truC,tRNA pseudouridine(65) synthase TruC,+,971680,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04360,,hypothetical protein,+,972586,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04365,,CYTH domain-containing protein,-,973921,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04370,,YcjX family GTP-binding protein,+,973989,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04375,smpB,SsrA-binding protein SmpB,+,975532,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04380,serS,serine--tRNA ligase,+,976129,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04385,,M20 family metallo-hydrolase,-,978775,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04390,dcuC,C4-dicarboxylate transporter DcuC,-,980161,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04395,pepE,dipeptidase PepE,-,980876,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04400,leuS,leucine--tRNA ligase,+,981127,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04405,,LPS-assembly lipoprotein LptE,+,983812,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04410,holA,DNA polymerase III subunit delta,+,984415,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04415,yacG,DNA gyrase inhibitor YacG,-,985705,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04420,coaE,dephospho-CoA kinase,-,986325,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04425,,prepilin peptidase,-,986985,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04430,,type II secretion system F family protein,-,988214,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04435,,GspE/PulE family protein,-,989592,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04440,,prepilin-type N-terminal cleavage/methylation domain-containing protein,-,990056,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04445,radA,DNA repair protein RadA,+,990238,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04450,,YgjV family protein,-,991894,1,1,FALSE,TRUE,TRUE,-61
background,MIDG2331_RS04455,folA,type 3 dihydrofolate reductase,-,992509,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04460,proB,glutamate 5-kinase,+,992596,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04465,,TSUP family transporter,+,993700,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04470,nth,endonuclease III,+,994477,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04475,,acetyl-CoA C-acyltransferase,+,995319,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04480,,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,+,996633,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04485,,YdgA family protein,+,998841,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04490,,AEC family transporter,-,1001271,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04495,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,-,1002079,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04505,fdnG,formate dehydrogenase-N subunit alpha,+,1002498,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04510,fdxH,formate dehydrogenase subunit beta,+,1005557,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04515,,formate dehydrogenase subunit gamma,+,1006449,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04520,fdhE,formate dehydrogenase accessory protein FdhE,+,1007230,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04535,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,+,1008751,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04540,,L-lactate MFS transporter,+,1009753,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04550,,Kdo(2)-lipid IV(A) acyltransferase,-,1013376,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04555,hpf,"ribosome hibernation-promoting factor, HPF/YfiA family",+,1013541,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04560,truA,tRNA pseudouridine(38-40) synthase TruA,-,1014701,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04565,folE,GTP cyclohydrolase I FolE,-,1015436,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04570,,3-deoxy-D-manno-octulosonic acid kinase,+,1015537,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04575,,cyclophilin-like fold protein,-,1016658,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04580,,sugar O-acetyltransferase,-,1017292,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04585,,alpha/beta hydrolase,-,1018519,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04590,,LysR family transcriptional regulator,+,1018678,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04595,,MetQ/NlpA family ABC transporter substrate-binding protein,-,1020434,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04605,,methionine ABC transporter permease,-,1022071,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04610,metN,methionine ABC transporter ATP-binding protein MetN,-,1023095,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04615,cysS,cysteine--tRNA ligase,-,1024672,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04620,,peptidylprolyl isomerase,+,1024817,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04625,,multifunctional CCA addition/repair protein,+,1025430,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04640,,TonB-dependent receptor,-,1030488,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04645,,membrane protein,+,1030650,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04650,,surface lipoprotein assembly modifier,+,1031963,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04655,iscX,Fe-S cluster assembly protein IscX,-,1034590,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04660,fdx,ISC system 2Fe-2S type ferredoxin,-,1034931,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04670,,DUF2625 family protein,-,1037656,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04675,,DMT family transporter,-,1038136,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04680,hscB,Fe-S protein assembly co-chaperone HscB,-,1038705,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04685,iscA,iron-sulfur cluster assembly protein IscA,-,1039038,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04695,,IscS subfamily cysteine desulfurase,-,1040927,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04700,,Rrf2 family transcriptional regulator,-,1041434,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04705,,outer membrane protein transport protein,+,1041924,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04710,,methylated-DNA--[protein]-cysteine S-methyltransferase,+,1043401,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04715,,ATP-binding protein,-,1045834,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04720,,membrane protein,-,1046803,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04725,smrB,endonuclease SmrB,-,1047461,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04735,bioC,malonyl-ACP O-methyltransferase BioC,-,1048865,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04740,,DUF452 family protein,-,1049512,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04745,,8-amino-7-oxononanoate synthase,-,1050685,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04750,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase,-,1052010,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04755,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase,+,1052101,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04760,greA,transcription elongation factor GreA,-,1053602,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04765,dacB,serine-type D-Ala-D-Ala carboxypeptidase,+,1053686,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04770,,GNAT family N-acetyltransferase,-,1055434,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04775,,IS1595 family transposase,-,1056874,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04780,,hypothetical protein,-,1057585,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04785,,IS481 family transposase,+,1057705,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04790,,FRG domain-containing protein,-,1059818,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04795,,ImmA/IrrE family metallo-endopeptidase,-,1060374,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04800,,helix-turn-helix domain-containing protein,-,1060866,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04805,,IS1595 family transposase,+,1060950,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04810,,hypothetical protein,+,1061984,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04815,,hypothetical protein,-,1062832,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04820,,cysteine peptidase family C39 domain-containing protein,-,1063422,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04825,,RTX family hemolysin,-,1066357,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04830,apxIIC,RTX-II toxin-activating lysine-acyltransferase ApxIIC,-,1066878,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04845,ybeY,rRNA maturation RNase YbeY,-,1069444,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04850,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,+,1069867,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04855,,hypothetical protein,-,1072002,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04860,,hypothetical protein,-,1072321,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04865,,hypothetical protein,-,1073060,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04875,,hypothetical protein,-,1073738,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04890,,ShlB/FhaC/HecB family hemolysin secretion/activation protein,-,1083463,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04895,lptD,LPS assembly protein LptD,-,1085988,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04900,hemN,oxygen-independent coproporphyrinogen III oxidase,-,1087412,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04905,,DUF2489 domain-containing protein,-,1087909,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04910,yihI,Der GTPase-activating protein YihI,-,1088503,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04915,,putative transporter,-,1090310,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04920,gltS,sodium/glutamate symporter,+,1090573,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04925,,YacL family protein,-,1092237,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04930,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,-,1095213,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04935,,YciI family protein,-,1095569,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04940,yciA,acyl-CoA thioester hydrolase YciA,-,1096071,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04945,,septation protein A,-,1096609,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04950,,hypothetical protein,-,1097348,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04955,yfbV,terminus macrodomain insulation protein YfbV,+,1097507,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04960,ttcA,tRNA 2-thiocytidine(32) synthetase TtcA,+,1098109,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04965,,Na+/H+ antiporter family protein,+,1099272,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04970,xthA,exodeoxyribonuclease III,+,1100739,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04975,ilvY,HTH-type transcriptional activator IlvY,-,1102490,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04980,,glycosyltransferase family 9 protein,-,1103531,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04985,,glycosyltransferase family 25 protein,-,1104216,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04990,,heptosyltransferase,+,1104325,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS04995,rpmE,50S ribosomal protein L31,-,1105660,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05000,tkt,transketolase,+,1106042,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05005,htpG,molecular chaperone HtpG,-,1110060,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05010,,catalase,+,1110285,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05020,,IS3 family transposase,+,1112148,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05025,,metallophosphoesterase,+,1112629,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05030,nrdA,class 1a ribonucleoside-diphosphate reductase subunit alpha,+,1113922,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05035,nrdB,class Ia ribonucleoside-diphosphate reductase subunit beta,+,1116456,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05040,galT,galactose-1-phosphate uridylyltransferase,+,1117848,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05045,galK,galactokinase,+,1118925,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05050,,galactose-1-epimerase,+,1120137,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05055,,glycoside hydrolase family 2 TIM barrel-domain containing protein,+,1121130,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05065,,hypothetical protein,-,1129556,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05070,,"IS256 family transposase, variant Zn-binding type",+,1129731,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05075,,calcium-binding protein,-,1136935,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05080,,hypothetical protein,-,1137431,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05085,apbC,iron-sulfur cluster carrier protein ApbC,-,1138725,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05090,,peptide ABC transporter substrate-binding protein,-,1140279,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05095,,YchE family NAAT transporter,-,1140947,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS05100,,SurA N-terminal domain-containing protein,-,1142947,0,,FALSE,FALSE,FALSE,
